Site Name,Site Address,Town,State,Postcode,24 Hours,98 Octane,Diesel,LPG,E10,Shell Low Aromatic,95 Octane,98 Octane,Premium Diesel,Diesel E10,Adblue At the  Pump,"Adblue 
10L",Truckstop,Carwash,Toilets,Latitude,Longitude
HARVEY SMITH AUTOMOTIVE,275 ALLAN STREET,KYABRAM,VIC,3620,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,-36.31348142,145.0505764
HEYWOOD SERVICE CENTRE,70 EDGAR ST,HEYWOOD,VIC,3304,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-38.13048652,141.6306231
HOLTS SWAN HILL,69-75 CAMPBELL ST,SWAN HILL,VIC,3585,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-35.33578639,143.5590651
KINGLAKE,29 WHITTLESEA-KINGLAKE RD,KINGLAKE,VIC,3763,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,-37.53066537,145.3396686
KINGSTON GARAGE,65 KINGSTON RD,HEATHERTON,VIC,3202,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,-37.95385493,145.0853634
KUPPERS SERVICE STATION,BURTON AVE,KYNETON,VIC,3444,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,-37.23843187,144.4240656
LANCEFIELD MOTORS,74 MAIN ROAD,LANCEFIELD,VIC,3435,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,-37.27722617,144.7372789
LAVERTON TRUCKSTOP,405 FITZGERALD ROAD,DERRIMUT,VIC,3030,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,-37.80229712,144.7874131
MALLACOOTA SERVICE STATION,89 BETKA RD,MALLACOOTA,VIC,3892,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.55914006,149.7557079
MEENIYAN SERVICE STATION,WHITELAW ST,MEENIYAN,VIC,3956,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-38.57849152,146.012964
MURRAY GOULBURN COBRAM,BROADWAY ST,COBRAM,VIC,3644,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,-35.91674177,145.6469282
MURRAY GOULBURN COHUNA,WESTERN RD,COHUNA,VIC,3568,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,N,-35.80572428,144.2098082
MURRAY GOULBURN DUMBALK,FARMERS RD,DUMBALK,VIC,3956,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-38.53659368,146.0901806
MURRAY GOULBURN FOSTER,BEACH ROAD,FOSTER,VIC,3960,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-38.68646561,146.2477304
MURRAY GOULBURN KOROIT,COMMERCIAL RD,KOROIT,VIC,3282,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-38.29205697,142.3666249
MURRAY GOULBURN MAFFRA,BACKWATER ROAD,MAFFRA,VIC,3860,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,-37.966394,146.9767276
MURRAY GOULBURN ROCHESTER,MOORE ST,ROCHESTER,VIC,3561,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,-36.36210671,144.6992547
MURRAY GOULBURN SIMPSON,LAVERS HILL RD,SIMPSON,VIC,3266,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-38.43322233,143.188867
MURRAY GOULBURN SWAN HILL,113-117 KARINIE STREET,SWAN HILL,VIC,3585,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-35.32712513,143.5499727
MURRAY GOULBURN YARRAM,40 COMMERCIAL ROAD,YARRAM,VIC,3971,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-38.55643239,146.6775619
NEWMERELLA SELF SERVE,PRINCES HIGHWAY,NEWMERELLA,VIC,3886,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,-37.74062771,148.4197249
NHILL,64 NELSON ST,NHILL,VIC,3418,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,-36.3325575,141.6526536
NORTH ARM AUTO & MARINE,66 MARINE PARADE,LAKES ENTRANCE,VIC,3909,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-37.88095544,147.9771645
OCEAN GROVE,48 WALLINGTON ROAD,Ocean Grove,VIC,3226,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,-38.26200994,144.5122251
PACE MOTORS,567 WARBURTON HWY,SEVILLE,VIC,3139,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,-37.77731246,145.4588838
PARS GARAGE,MOUNTAIN HWY & MILLER RD,THE BASIN,VIC,3154,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,-37.8511231,145.3033921
PHILLIP ISLAND MOTORS,157 THOMPSON AVE,COWES,VIC,3922,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-38.455917,145.2394391
PRINCI MOTORS,275-277 MONBULK ROAD,SILVAN,VIC,3795,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.82552898,145.4218335
QUEEN BEE ROADHOUSE,79 FARRELL STREET,Ouyen,VIC,3490,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-35.06124406,142.3179193
RANGEWAY SERVICE STATION,90 HIGH ST,HEATHCOTE,VIC,3523,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-36.9255244,144.7115633
RAYMONDS SERVICE CENTRE,36 FAWKNER ST,WESTMEADOWS,VIC,3049,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.67700206,144.8872588
RIORDAN FUELS INVERLEIGH,19 HIGH STREET,INVERLEIGH,VIC,3321,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-38.1012606,144.0586945
ROMSEY,24 MAIN ST,ROMSEY,VIC,3434,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.35097293,144.7435942
SCOTTS BALLARAT,129 MAIN  ROAD,BALLARAT,VIC,3350,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,-37.5669095,143.8685152
SCOTTS BEAUFORT,74 NEILL ST,BEAUFORT,VIC,3373,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.42944864,143.3801586
SCOTT'S PORTLAND,182 PERCY ST,PORTLAND,VIC,3305,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,-38.33776548,141.6042768
SCOTTS SMYTHESDALE,GLENELG HWY,SMYTHESDALE,VIC,3351,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.63648171,143.6932718
SHELL BAXTER,139 GRANT ROAD,BAXTER,VIC,3911,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,-38.20114732,145.1813684
SHELL BROWN HILL,CNR HUMFFRAY STREET & WATERS STREET,BALLARAT,VIC,3350,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-37.55176266,143.9034079
SHELL PORTLAND SERVICE CENTRE,HENTY HWY,PORTLAND,VIC,3305,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-38.32406858,141.5968844
SHELL SEYMOUR,35 EMILY STREET,SEYMOUR,VIC,3660,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,-37.02064322,145.1268226
SHELL WARBURTON,3458 WARBURTON HIGHWAY,WARBURTON,VIC,3799,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.75345865,145.69614
STAWELL (SCOTTS),WESTERN HIGHWAY,STAWELL,VIC,3380,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.06421509,142.7650375
SUPERSTOCK AUTO,96 MOORE ST,MOE,VIC,3825,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,-38.16603905,146.2624766
TALLY TAKE AWAY AND FUEL,1651 GOULBURN VALLEY HWY,Tallygaroopna,VIC,3634,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,-36.23892638,145.4310113
TOP END SERVO,314 BARKER ST,CASTLEMAINE,VIC,3450,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.0550475,144.2187583
URQUHART MOTORS,9 MAIN ST,DERRINALLUM,VIC,3325,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,-37.94854334,143.2240973
WARRAGUL ROADHOUSE,80 ALFRED STREET,WARRAGUL,VIC,3820,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-38.16751471,145.9382002
WERRIGAR MOTEL,CNR HENTY HWY & BORUNG HWY,WARRACKNABEAL,VIC,3393,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-36.25329293,142.4026231
WOODSIDE SERVICE STATION,SOUTH GIPPSLAND HWY,WOODSIDE,VIC,3874,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-38.52009623,146.8782085
YANAKIE LICENSED STORE,3640 MEENIYAN PROMONTORY ROAD,YANAKIE,VIC,3960,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-38.81271127,146.2076979
YEA SERVICE STATION,98 HIGH STREET,YEA,VIC,3717,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-37.21165973,145.4219506
YINNAR MOTORS,50- 52 MAIN STREET,YINNAR,VIC,3869,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-38.32287602,146.3276484
CAUSEWAY SERVICE STATION,CAUSEWAY ROAD,BUSSELTON,WA,6280,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-33.65806626,115.3523831
CENTREPOINT SHELL S/STN,CNR JOHNSTON ST & PRINCEP ST,COLLIE,WA,6225,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-33.35686587,116.1517372
COLES EXPRESS ALBANY,250 ALBANY HWY,ALBANY,WA,6330,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-35.01004355,117.8705835
COLES EXPRESS BENTLEY,1128-1132 ALBANY HWY,BENTLEY,WA,6102,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-32.00032747,115.9190452
COLES EXPRESS BICTON,394 CANNING HWY (CNR WADDELL RD),BICTON,WA,6157,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,-32.03443766,115.7922909
COLES EXPRESS BOULDER,35 FRANK ST,BOULDER,WA,6432,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,-30.76729505,121.4847656
COLES EXPRESS BRENTWOOD,71 CRANFORD AVE (CNR MOOLYEEN RD),BRENTWOOD,WA,6153,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.04283403,115.8479596
COLES EXPRESS BROOME,LOT 22 NAPIER TERRACE (CNR HAMERSLEY ST),BROOME,WA,6725,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,-17.95519765,122.2413962
COLES EXPRESS BULLCREEK,LEICHARDT ST & BENNINGFIELD RD,BULL CREEK,WA,6149,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-32.0629615,115.8582098
COLES EXPRESS BUNBURY,CNR FORREST AVENUE AND BLAIR STREET,BUNBURY,WA,6231,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-33.34060112,115.6464277
COLES EXPRESS CANNING VALE,280 BANNISTER RD,CANNING VALE,WA,6155,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-32.07242839,115.8983394
COLES EXPRESS CASUARINA (WA),THOMAS RD & JOHNSON RD,CASUARINA,WA,6167,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,-32.2317878,115.8472544
COLES EXPRESS CLAREMONT,269 STIRLING HWY & MARY ST,CLAREMONT,WA,6010,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.98249896,115.7835081
COLES EXPRESS CLARKSON,36 OCEAN KEYS BLVD,CLARKSON,WA,6030,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-31.68976721,115.7170809
COLES EXPRESS CLOVERDALE,BELMONT AVE & WRIGHT STREET,CLOVERDALE,WA,6105,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.96506746,115.9327582
COLES EXPRESS DAMPIER,CNR CHURCH ROAD & HAMPTON DRIVE,DAMPIER,WA,6713,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,-20.66456604,116.7073938
COLES EXPRESS DIANELLA,67 WALTER RD WEST (CNR GRANDE PROMENADE),DIANELLA,WA,6059,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-31.90628707,115.8825263
COLES EXPRESS DONGARA ROADHOUSE,30183  BRAND HIGHWAY,DONGARA,WA,6525,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-29.25305228,114.9589213
COLES EXPRESS DUNCRAIG,193 WARWICK RD (CNR GLENGARRY DVE),DUNCRAIG,WA,6023,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.83599088,115.7821836
COLES EXPRESS EDGEWATER,57 JOONDALUP DRIVE,EDGEWATER,WA,6027,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-31.76937977,115.7783218
COLES EXPRESS ESPERANCE,ANDREW ST & WINDICH ST,ESPERANCE,WA,6450,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-33.86128982,121.8900147
COLES EXPRESS FITZROY CROSSING ROADHOUSE,GREAT NORTHERN HWY,FITZROY CROSSING,WA,6765,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-18.19976852,125.5686121
COLES EXPRESS FORRESTFIELD,STRELITZIA AVE & HALE RD,FORRESTFIELD,WA,6058,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-31.98898418,116.0111374
COLES EXPRESS FREMANTLE,101 HAMPTON RD,FREMANTLE,WA,6160,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-32.06341065,115.7566011
COLES EXPRESS GIRRAWHEEN,60 MARANGAROO DRIVE,GIRRAWHEEN,WA,6064,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.83428864,115.8290497
COLES EXPRESS GOLDEN BAY,2261 MANDURAH ROAD,GOLDEN BAY,WA,6174,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-32.43286255,115.7714061
COLES EXPRESS HALLS CREEK,1 MCDONALD PLACE,HALLS CREEK,WA,6770,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-18.22669784,127.6764182
COLES EXPRESS HIGHGATE,1 GUILFORD ROAD,MOUNT LAWLEY,WA,6050,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.93838003,115.8771118
COLES EXPRESS JOLIMONT,6 JERSEY ST (CNR HAY ST),JOLIMONT,WA,6014,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,-31.94778522,115.8115663
COLES EXPRESS KALAMUNDA,7 MEAD ST,KALAMUNDA,WA,6076,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-31.97354152,116.0593599
COLES EXPRESS KARAWARA,222 MANNING RD,KARAWARA,WA,6152,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-32.0132323,115.8942158
COLES EXPRESS KARDINYA,CNR NORTH LAKE RD & SOUTH ST,KARDINYA,WA,6163,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.06878094,115.8149788
COLES EXPRESS KARRATHA,WELCOME RD & SEARIPPLE RD,KARRATHA,WA,6714,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,-20.73560114,116.8497568
COLES EXPRESS KARRATHA TRAVEL & TRUCK,NORTH WEST COASTAL HIGHWAY,KARRATHA,WA,6714,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-20.79458416,116.8771367
COLES EXPRESS KEWDALE,KEWDALE RD & ABERNETHY RD,KEWDALE,WA,6105,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,-31.97964634,115.9597184
COLES EXPRESS KINGSLEY,3 MOOLANDA BLVD (CNR HEPBURN AVE),KINGSLEY,WA,6026,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,-31.82042128,115.8065258
COLES EXPRESS KUNUNURRA ROADHOUSE,IVANHOE RD,KUNUNURRA,WA,6743,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,-15.74119617,128.7187693
COLES EXPRESS LANGFORD,LOT 8 NICHOLSON RD & SPENCER RD,LANGFORD,WA,6147,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-32.03123492,115.9389953
COLES EXPRESS LEEMING,FARRINGTON RD & FINDLAY RD,LEEMING,WA,6149,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.07940911,115.8575881
COLES EXPRESS LEONORA,LOT 121 TOWER STREET,LEONORA,WA,6438,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-28.8842085,121.3304332
COLES EXPRESS MADDINGTON,117 BURSLEM DRIVE (CNR OLGA RD),MADDINGTON,WA,6109,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.05424677,115.9813971
COLES EXPRESS MALAGA,*492 ALEXANDER DR (CNR TRUGANINA RD),MALAGA,WA,6090,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,-31.86378325,115.8785505
COLES EXPRESS MEEKATHARRA ROADHOUSE,MAIN STREET,MEEKATHARRA,WA,6642,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-26.59141234,118.4962659
COLES EXPRESS MIDDLE SWAN,45 GREAT NORTHERN HWY,MIDDLE SWAN,WA,6056,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-31.87294494,116.0113099
COLES EXPRESS MOSMAN PARK,582 STIRLING HIGHWAY,MOSMAN PARK,WA,6012,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-32.00510938,115.7595601
COLES EXPRESS MOUNT LAWLEY,253 WALCOTT ST (CNR FITZGERALD ST),MOUNT LAWLEY,WA,6050,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-31.92402177,115.8598378
COLES EXPRESS MOUNT PLEASANT,1-3 THE ESPLANADE (CNR CANNING HWY),MOUNT PLEASANT,WA,6153,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,-32.01201132,115.8505442
COLES EXPRESS MYAREE,69 NORTH LAKE RD (CNR MARMION ST),MYAREE,WA,6154,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.03992013,115.8157617
COLES EXPRESS OCEAN REEF,MARMION AVE & MARINA BLVD,OCEAN REEF,WA,6027,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,-31.76762662,115.7501863
COLES EXPRESS PALMYRA,80 CARRINGTON ST (CNR MARMION ST),PALMYRA,WA,6157,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.04700222,115.7795367
COLES EXPRESS PARABURDOO,CNR ROCKLEA ROAD & CAMP ROAD,PARABURDOO,WA,6754,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-23.20409015,117.6714725
COLES EXPRESS PERTH,480 WILLIAM ST,PERTH,WA,6000,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.94086777,115.8640442
COLES EXPRESS PORT HEDLAND,WILSON STREET,PORT HEDLAND,WA,6721,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-20.31336873,118.6127105
COLES EXPRESS SCARBOROUGH,205 - 209 WEST COAST HWY,SCARBOROUGH,WA,6019,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-31.89304188,115.7571871
COLES EXPRESS SINGLETON (WA),492 MANDURAH RD (CNR SINGLETON BEACH RD),SINGLETON,WA,6175,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,-32.44675184,115.7634506
COLES EXPRESS SOUTH HEDLAND ROADHOUSE,NORTH WEST COASTAL HWY,PORT HEDLAND,WA,6721,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-20.31162214,118.5752616
COLES EXPRESS SOUTH PERTH,3 CANNING HWY,SOUTH PERTH,WA,6151,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-31.97460224,115.8820172
COLES EXPRESS SOUTHERN RIVER,216 LAKEY ST (CNR RANFORD RD),SOUTHERN RIVER,WA,6110,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-32.10388604,115.934582
COLES EXPRESS TOM PRICE,CNR MINE ROAD & PARABURDOO TOM PRICE RD,TOM PRICE,WA,6751,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-22.69698712,117.7859708
COLES EXPRESS UPPER SWAN ROADHOUSE,1333 GREAT NORTHERN HWY,UPPER SWAN,WA,6056,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-31.77471061,116.0259478
COLES EXPRESS VICTORIA PARK,66 KENT ST (CNR BERWICK ST),VICTORIA PARK EAST,WA,6101,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,-31.98524708,115.8961895
COLES EXPRESS WAIKIKI,1-9 GNANGARRA DRV (CNR READ ST),WAIKIKI,WA,6169,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-32.31556121,115.7528169
COLES EXPRESS WANNEROO,964 WANNEROO RD,WANNEROO,WA,6065,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-31.75135866,115.8034097
COLES EXPRESS WANNEROO PEARSALLS,621 WANNEROO ROAD,WANNEROO,WA,6065,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-31.78021273,115.8082937
COLES EXPRESS WARWICK (WA),274 ERINDALE RD (CNR BEACH RD),WARWICK,WA,6024,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-31.84511197,115.8134132
COLES EXPRESS WEMBLEY,337 CAMBRIDGE ST,WEMBLEY,WA,6014,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-31.94098097,115.8119923
COLES EXPRESS WEST PERTH,30 THOMAS ST (CNR WELLINGTON ST),WEST PERTH,WA,6005,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-31.9452748,115.8397703
COLES EXPRESS WESTFIELD,CHAMPION DR & SEVILLE DR,WESTFIELD,WA,6111,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-32.13554872,115.9912988
COLES EXPRESS WILLETTON,VAHLAND AVE & HIGH RD,WILLETTON,WA,6155,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-32.03879242,115.8934563
CUE ROADHOUSE,AUSTIN STREET,CUE,WA,6640,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-27.42613208,117.8948179
DERBY TYRE & EXHAUST,31 CLARENDON ST,DERBY,WA,6728,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-17.30320793,123.6267344
GIDGEGANNUP GENERAL STORE,LOT 6 TOODYAY RD,GIDGEGANNUP,WA,6083,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-31.79239733,116.1995021
KIMBERLEY MOTORS,626 GREAT NORTHERN HWY,WYNDHAM,WA,6740,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,-15.53621587,128.1917915
LITTLE GROVE GENERAL STORE,4 CHIPPANA DVE,LITTLE GROVE,WA,6330,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-35.07274412,117.8763757
LOWER KING SERVICE STATION,629 LOWER KING RD,LOWER KING,WA,6330,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-34.94933626,117.9436566
MADURA SHELL SERVICE,EYRE HIGHWAY,Madura WA,WA,6443,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-31.9154279,126.8102534
MAINLINE MOTORS,89-91 SOUTH WEST HWY,WAROONA,WA,6215,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-32.84616969,115.922699
MARGARET RIVER SHELL,91 BUSSEL HWY,MARGARET RIVER,WA,6285,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-33.94801484,115.074469
MECKERING ROADHOUSE,GREAT EASTERN HIGHWAY,MECKERING,WA,6405,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-31.63242524,117.0066245
NORSEMAN SHELL,79 ROBERTS ST,NORSEMAN,WA,6443,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-32.19751269,121.7799053
PINJARRA FUEL & SERVICE,58 GEORGE STREET,PINJARRA,WA,6208,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-32.63087498,115.8722342
SHELL BOULDER,CNR LANE & DAVIS STREETS,BOULDER,WA,6432,N,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,-30.7781823,121.4886907
SHELL BULLSBROOK,LOT 2539 GREAT NORTHERN HWY,BULLSBROOK,WA,6084,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-31.67158029,116.0313553
SHELL BUNBURY CENTRAL,PO BOX 1403,BUNBURY,WA,6230,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,-33.3870797,115.6273133
SHELL DUNSBOROUGH,62 DUNN BAY ROAD,DUNSBOROUGH,WA,6281,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-33.61631192,115.1046745
SHELL ENEABBA ROADHOUSE,ENEABBA DRIVE,ENEABBA,WA,6518,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-29.82396166,115.2669361
SHELL GATEWAY,LOT 27 AUSTRALIND BYPASS,BUNBURY,WA,6230,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-33.33438978,115.684258
SHELL MERREDIN ROADHOUSE,CNR GREAT EASTERN HWY & OATS ST,MERREDIN,WA,6415,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-31.48430653,118.291395
SHELL RIVER ROOSTER,CNR EGERTON & EARL STREETS,NARROGIN,WA,6312,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-32.93512112,117.1761537
SHELL ROADHOUSE WILLIAMS,ALBANY HIGHWAY,WILLIAMS,WA,6391,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-32.98442917,116.8338045
SHELL SERVICE SPEARWOOD,CNR SPEARWOOD AVE & WELLARD ST,SPEARWOOD,WA,6163,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-32.10361784,115.8040902
SHELL WONTHELLA SERVICE STN,115 NORTH WEST COASTAL HWY,GERALDTON,WA,6530,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-28.76898889,114.6242816
SMITHS SHELL SERVICE,86 AVON TCE,YORK,WA,6302,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-31.89065965,116.7687217
THOMPSONS GARAGE & SERVICE STN,GIBLETT STREET,MANJIMUP,WA,6258,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-34.24148344,116.1463938
