IIT_NE_ID,IIT_INV_TYPE,IIT_PRIMARY_KEY,IIT_ADMIN_UNIT,PLGR_ASSET_ID,PLGR_PARENT_ID,PLGR_NAME,PLGR_TYPE,CONTRACT_UNIT,PLGR_LOCATION,PLGR_UPGRADE
2589307,PLGR,PLGR464,18,PLGR464,UOS15,,,NGUNNAWAL,BURRUMARRA AVENUE NEIGHBOURHOOD PARK,
2589308,PLGR,PLGR465,18,PLGR465,UOS139,,,AMAROO,BYWATERS STREET NEIGHBOURHOOD PARK,
2589311,PLGR,PLGR466,18,PLGR466,UOS910,,,NICHOLLS,CANDLEBARK CLOSE NEIGHBOURHOOD PARK,
2589313,PLGR,PLGR468,18,PLGR468,UOS8399,,,FISHER,PANDANUS STREET - NEIGHBOURHOOD PARK,
2589317,PLGR,PLGR469,18,PLGR469,PUBP2,,,GUNGAHLIN,GUNGAHLIN TOWN CENTRE,
2589319,PLGR,PLGR47,18,PLGR47,UOS4663,,,MACQUARIE,ERSKINE STREET,
2589324,PLGR,PLGR470,18,PLGR470,UOS280,,,NGUNNAWAL,DEUMONGA COURT PEDESTRIAN PARKLAND,
2589325,PLGR,PLGR471,18,PLGR471,UOS460,,,NGUNNAWAL,GADALI CRESCENT PEDESTRIAN PARKLAND,
2589326,PLGR,PLGR472,18,PLGR472,UOS222,,,NGUNNAWAL,BARGANG CRESCENT NEIGHBOURHOOD PARK,
2589333,PLGR,PLGR473,18,PLGR473,UOS30,,,AMAROO,BURDEKIN AVENUE PEDESTRIAN PARKLAND,
2589335,PLGR,PLGR474,18,PLGR474,UOS110,,,AMAROO,PROSERPINE CIRCUIT NEIGHBOURHOOD PARK,
2589336,PLGR,PLGR475,18,PLGR475,UOS308,,,AMAROO,BIZANT STREET NEIGHBOURHOOD PARK,
2589338,PLGR,PLGR476,18,PLGR476,UOS815,,,NICHOLLS,SUE GEH CIRCUIT NEIGHBOURHOOD PARK,
2589339,PLGR,PLGR477,18,PLGR477,UOS1341,,,NICHOLLS,ANNE CLARK AVENUE - PEDESTRIAN PARKLAND,
2589342,PLGR,PLGR478,18,PLGR478,UOS164,,,AMAROO,WANDERER COURT NEIGHBOURHOOD PARK,
2589344,PLGR,PLGR48,18,PLGR48,UOS2993,,,GIRALANG,SCULPTOR STREET,
2589349,PLGR,PLGR480,18,PLGR480,UOS317,,,NGUNNAWAL,ROAD VERGE - PAUL COE CRESCENT,
2589351,PLGR,PLGR481,18,PLGR481,UOS1465,,,DUNLOP,GOULDSMITH STREET PEDESTRIAN PARKLAND,
2589353,PLGR,PLGR482,18,PLGR482,UOS448,,,GUNGAHLIN,TEA GARDENS NEIGHBOURHOOD PARK,
2589355,PLGR,PLGR483,18,PLGR483,UOS708,,,NICHOLLS,STEDMAN PLACE NEIGHBOURHOOD PARK,
2589358,PLGR,PLGR49,18,PLGR49,UOS2822,,,GIRALANG,WARRING PLACE,
2589359,PLGR,PLGR5,18,PLGR5,UOS13126,,,DOWNER,TARDENT STREET,
2589361,PLGR,PLGR50,18,PLGR50,UOS2640,,,GIRALANG,ACHERNER CLOSE,
2589363,PLGR,PLGR51,18,PLGR51,UOS2072,,,GIRALANG,BARACCHI CRESCENT,
2589365,PLGR,PLGR52,18,PLGR52,UOS2585,,,GIRALANG,MALINDI PLACE,
2589367,PLGR,PLGR53,18,PLGR53,UOS2810,,,GIRALANG,RIGEL PLACE,
2589368,PLGR,PLGR54,18,PLGR54,UOS2254,,,MCKELLAR,JEFFERY PLACE,
2589369,PLGR,PLGR55,18,PLGR55,UOS3001,,,MCKELLAR,VAGABOND CRESCENT,
2589370,PLGR,PLGR56,18,PLGR56,UOS3266,,,MCKELLAR,TIPPING PLACE,
2589371,PLGR,PLGR57,18,PLGR57,UOS2127,,,SCULLIN,BAIRD PLACE,
2589373,PLGR,PLGR58,18,PLGR58,UOS4085,,,SCULLIN,DUIGAN STREET,
2589374,PLGR,PLGR59,18,PLGR59,UOS3788,,,SCULLIN,GATTY PLACE,
2589376,PLGR,PLGR6,18,PLGR6,UOS13160,,,DOWNER,FENTON STREET,
2589377,PLGR,PLGR60,18,PLGR60,UOS3631,,,SCULLIN,HARGRAVE STREET,
2589378,PLGR,PLGR61,18,PLGR61,UOS3685,,,SCULLIN,BROADSMITH STREET,
2589379,PLGR,PLGR62,18,PLGR62,UOS3632,,,SCULLIN,LEVIEN STREET,
2589381,PLGR,PLGR63,18,PLGR63,UOS4645,,,HAWKER,WOOLNER CIRCUIT,
2589383,PLGR,PLGR64,18,PLGR64,UOS4501,,,HAWKER,ERLDUNDA CIRCUIT ANNINGIE PLACE,
2589385,PLGR,PLGR66,18,PLGR66,UOS4741,,,WEETANGERA,MOWLE PLACE,
2589387,PLGR,PLGR68,18,PLGR68,UOS2355,,,WEETANGERA,SMITH STREET,
2589389,PLGR,PLGR69,18,PLGR69,UOS4580,,,WEETANGERA,MATHIESON STREET,
2589391,PLGR,PLGR7,18,PLGR7,UOS13262,,,DOWNER,BERRY STREET,
2589393,PLGR,PLGR70,18,PLGR70,UOS4080,,,PAGE,BIRRELL STREET,
2589399,PLGR,PLGR71,18,PLGR71,UOS3990,,,PAGE,EARLIE PLACE,
2589400,PLGR,PLGR72,18,PLGR72,UOS4308,,,PAGE,THOZET PLACE,
2588549,PLGR,PLGR1,18,PLGR1,UOS13890,,,AINSLIE,PATERSON STREET,
2588552,PLGR,PLGR10,18,PLGR10,UOS13458,,,DICKSON,HAWDON STREET,
2588554,PLGR,PLGR100,18,PLGR100,UOS2914,,,LATHAM,SOLOMON CRESCENT,
2588558,PLGR,PLGR102,18,PLGR102,UOS2277,,,LATHAM,HENSMAN STREET,
2588560,PLGR,PLGR103,18,PLGR103,UOS2287,,,LATHAM,CHUBB STREET,
2588562,PLGR,PLGR104,18,PLGR104,UOS3278,,,KALEEN,GEORGINA CRESCENT,
2588563,PLGR,PLGR105,18,PLGR105,UOS2888,,,KALEEN,DARBY STREET,
2588564,PLGR,PLGR106,18,PLGR106,UOS2904,,,KALEEN,GLENELG STREET,
2588566,PLGR,PLGR107,18,PLGR107,PUBP19,,,KALEEN,ASHBURTON CIRCUIT,
2588567,PLGR,PLGR108,18,PLGR108,UOS3325,,,KALEEN,BELLINGER COURT,
2589407,PLGR,PLGR73,18,PLGR73,UOS3882,,,PAGE,BURKITT STREET,
2589410,PLGR,PLGR74,18,PLGR74,UOS4179,,,PAGE,PETTERD STREET,
2589413,PLGR,PLGR75,18,PLGR75,UOS4035,,,PAGE,NEWBERY CRESCENT,
2589414,PLGR,PLGR76,18,PLGR76,UOS2168,,,MACGREGOR,BARRETT STREET,
2589418,PLGR,PLGR77,18,PLGR77,UOS2252,,,MACGREGOR,PULLEINE CRESCENT,
2589419,PLGR,PLGR78,18,PLGR78,PUBP12,,,MACGREGOR,CHALMERS PLACE,
2589420,PLGR,PLGR79,18,PLGR79,UOS2045,,,MACGREGOR,BERNE CRESCENT,
2589421,PLGR,PLGR8,18,PLGR8,UOS13246,,,DOWNER,BONYTHON STREET,
2589425,PLGR,PLGR80,18,PLGR80,UOS2168,,,MACGREGOR,BEANEY STREET,
2589427,PLGR,PLGR81,18,PLGR81,UOS1460,,,FRASER,SHAKESPHEARE CRESCENT,
2589429,PLGR,PLGR82,18,PLGR82,UOS1444,,,FRASER,BINGLEY CRESCENT,
2589430,PLGR,PLGR83,18,PLGR83,UOS1518,,,FRASER,MILDENHALL PLACE,
2589432,PLGR,PLGR84,18,PLGR84,UOS4928,,,ARANDA,GUNDARA STREET,
2589433,PLGR,PLGR85,18,PLGR85,UOS4948,,,ARANDA,JAGARA STREET,
2589434,PLGR,PLGR86,18,PLGR86,UOS4886,,,ARANDA,BANDJALONG CRESCENT,
2589435,PLGR,PLGR87,18,PLGR87,UOS4681,,,ARANDA,BANAMBILA STREET,
2589437,PLGR,PLGR89,18,PLGR89,PUBP20,,,FLOREY,KESTEVEN STREET,
2589438,PLGR,PLGR9,18,PLGR9,UOS13208,,,DOWNER,COLE STREET,
2589440,PLGR,PLGR90,18,PLGR90,UOS3337,,,FLOREY,TATTERSALL CRESCENT,
2589443,PLGR,PLGR91,18,PLGR91,UOS3348,,,FLOREY,HEWLETT CIRCUIT,
2589445,PLGR,PLGR92,18,PLGR92,UOS2330,,,FLOREY,BOSWELL CRESCENT,
2589446,PLGR,PLGR93,18,PLGR93,UOS3774,,,FLOREY,MEYRICK PLACE,
2589448,PLGR,PLGR94,18,PLGR94,UOS4017,,,HIGGINS,"O""SULLIVAN STREET",
2589453,PLGR,PLGR96,18,PLGR96,UOS2339,,,HIGGINS,HUDSON STREET,
2589454,PLGR,PLGR97,18,PLGR97,UOS3653,,,HIGGINS,RICH STREET,
2589455,PLGR,PLGR98,18,PLGR98,UOS2447,,,LATHAM,FLOREY DRIVE,
2588569,PLGR,PLGR109,18,PLGR109,UOS3826,,,KALEEN,ELLENBOROUGH STREET,
2588570,PLGR,PLGR110,18,PLGR110,UOS3678,,,KALEEN,WARREGO CIRCUIT,
2588571,PLGR,PLGR111,18,PLGR111,UOS3965,,,KALEEN,ALBERGA STREET,
2588574,PLGR,PLGR113,18,PLGR113,UOS3818,,,KALEEN,LIFFEY CIRCUIT,
2588576,PLGR,PLGR114,18,PLGR114,UOS1864,,,KALEEN,DAINTREE CRESCENT,
2588578,PLGR,PLGR116,18,PLGR116,UOS1916,,,SPENCE,HANCOCK STREET,
2588580,PLGR,PLGR118,18,PLGR118,UOS1795,,,SPENCE,KATZ PLACE,
2588582,PLGR,PLGR119,18,PLGR119,UOS1644,,,SPENCE,CROFTS CRESCENT,
2588584,PLGR,PLGR12,18,PLGR12,UOS13586,,,DICKSON,KARUAH STREET,
2588591,PLGR,PLGR120,18,PLGR120,PUBP5,,,SPENCE,GLASSEY PLACE,
2588592,PLGR,PLGR121,18,PLGR121,UOS3296,,,HOLT,BRITTEN JONES DRIVE,
2588593,PLGR,PLGR122,18,PLGR122,UOS2329,,,HOLT,CAZALY CLOSE,
2588594,PLGR,PLGR123,18,PLGR123,UOS2109,,,HOLT,BOYLE PLACE,
2588607,PLGR,PLGR126,18,PLGR126,PUBP16,,,HOLT,HARDWICK CRESCENT,
2588609,PLGR,PLGR128,18,PLGR128,UOS3967,,,BELCONNEN,TOWNSEND PLACE,
2588611,PLGR,PLGR129,18,PLGR129,UOS2360,,,BELCONNEN,HOWIE COURT,
2588612,PLGR,PLGR13,18,PLGR13,UOS13562,,,DICKSON,HOPE STREET,
2588613,PLGR,PLGR130,18,PLGR130,UOS3595,,,BELCONNEN,DIDDAMS CLOSE,
2588614,PLGR,PLGR131,18,PLGR131,UOS3595,,,BELCONNEN,DIDDAMS CLOSE,
2588619,PLGR,PLGR132,18,PLGR132,UOS3953,,,BELCONNEN,TOTTERDELL STREET,
2588621,PLGR,PLGR133,18,PLGR133,UOS3819,,,BELCONNEN,TOTTERDELL STREET,
2588623,PLGR,PLGR134,18,PLGR134,UOS3562,,,BELCONNEN,MACDERMOTT PLACE,
2588625,PLGR,PLGR136,18,PLGR136,UOS4442,,,BELCONNEN,PIGDON PLACE,
2588629,PLGR,PLGR137,18,PLGR137,UOS4359,,,BELCONNEN,RENNY PLACE,
2588631,PLGR,PLGR138,18,PLGR138,UOS4357,,,BELCONNEN,HENNESY STREET,
2588633,PLGR,PLGR139,18,PLGR139,UOS4404,,,BRUCE,COBBETT PLACE,
2588634,PLGR,PLGR14,18,PLGR14,UOS13407,,,HACKETT,TRYON STREET,
2588636,PLGR,PLGR140,18,PLGR140,UOS4498,,,BRUCE,MUGGLESTONE PLACE,
2588637,PLGR,PLGR141,18,PLGR141,UOS4632,,,BRUCE,JAEGAR CIRCUIT,
2588639,PLGR,PLGR142,18,PLGR142,UOS2656,,,MELBA,SCARLETT STREET,
2588640,PLGR,PLGR143,18,PLGR143,UOS2850,,,MELBA,DELANY COURT,
2588642,PLGR,PLGR144,18,PLGR144,UOS2450,,,MELBA,HENSLOWE PLACE,
2588643,PLGR,PLGR145,18,PLGR145,UOS1781,,,MELBA,BISHOP PLACE,
2588645,PLGR,PLGR146,18,PLGR146,UOS2176,,,MELBA,FLOWER PLACE,
2588650,PLGR,PLGR147,18,PLGR147,UOS2062,,,FLYNN,BLACKWELL CIRCUIT,
2588651,PLGR,PLGR148,18,PLGR148,UOS1984,,,FLYNN,HERSCHELL CIRCUIT,
2588653,PLGR,PLGR149,18,PLGR149,UOS1731,,,FLYNN,RECHNER PLACE,
2588655,PLGR,PLGR15,18,PLGR15,UOS13517,,,HACKETT,BRAGG STREET,
2588657,PLGR,PLGR150,18,PLGR150,UOS2561,,,FLYNN,PLOWMAN PLACE,
2588661,PLGR,PLGR152,18,PLGR152,UOS1909,,,CHARNWOOD,DONNISON PLACE,
2588672,PLGR,PLGR154,18,PLGR154,UOS1692,,,CHARNWOOD,BETTINGTON CIRCUIT,
2588673,PLGR,PLGR155,18,PLGR155,PUBP6,,,CHARNWOOD,TILLYARD DRIVE,
2588676,PLGR,PLGR156,18,PLGR156,UOS1768,,,CHARNWOOD,SADLIER PLACE,
2588677,PLGR,PLGR157,18,PLGR157,UOS1940,,,CHARNWOOD,COVINGTON CRESCENT,
2588682,PLGR,PLGR158,18,PLGR158,UOS2057,,,EVATT,GOLLAN STREET,
2588683,PLGR,PLGR159,18,PLGR159,UOS2200,,,EVATT,JACOBS STREET,
2588684,PLGR,PLGR16,18,PLGR16,UOS13386,,,HACKETT,CALDWELL STREET,
2588685,PLGR,PLGR160,18,PLGR160,UOS2495,,,EVATT,KINKEAD STREET,
2588687,PLGR,PLGR161,18,PLGR161,UOS2517,,,EVATT,PITCAIRN STREET,
2588689,PLGR,PLGR162,18,PLGR162,UOS2854,,,EVATT,READ PLACE,
2588691,PLGR,PLGR163,18,PLGR163,UOS2854,,,EVATT,COPLAND DRIVE,
2588695,PLGR,PLGR165,18,PLGR165,UOS4812,,,COOK,TEAGUE PLACE,
2588696,PLGR,PLGR166,18,PLGR166,UOS4888,,,COOK,DEXTER STREET-BOURNE STREET,
2588697,PLGR,PLGR167,18,PLGR167,UOS5007,,,COOK,MACKELLAR CRESCENT,
2588698,PLGR,PLGR168,18,PLGR168,UOS4949,,,COOK,LYTTLETON CRESCENT,
2588699,PLGR,PLGR169,18,PLGR169,UOS4874,,,COOK,CLISBY CLOSE,
2588700,PLGR,PLGR17,18,PLGR17,UOS13302,,,HACKETT,GILRUTH STREET,
2588701,PLGR,PLGR170,18,PLGR170,UOS4074,,,BRUCE,LAMPARD CIRCUIT,
2588702,PLGR,PLGR171,18,PLGR171,UOS1777,,,DUNLOP,ARCHDALL STREET,
2588703,PLGR,PLGR172,18,PLGR172,UOS13883,,,TURNER,CONDAMINE STREET,
2588706,PLGR,PLGR174,18,PLGR174,UOS13477,,,"O""CONNOR",CORREA STREET,
2588708,PLGR,PLGR175,18,PLGR175,UOS13612,,,"O""CONNOR",BORONIA DRIVE,
2588711,PLGR,PLGR176,18,PLGR176,UOS13578,,,"O""CONNOR",WONGOOLA STREET,
2588717,PLGR,PLGR177,18,PLGR177,UOS13820,,,"O""CONNOR",COCKLE STREET,
2588719,PLGR,PLGR178,18,PLGR178,UOS13713,,,"O""CONNOR",FINN STREET,
2588721,PLGR,PLGR179,18,PLGR179,UOS13778,,,"O""CONNOR",DAVID STREET,
2588723,PLGR,PLGR18,18,PLGR18,UOS13220,,,HACKETT,HARRIS STREET,
2588724,PLGR,PLGR180,18,PLGR180,UOS13523,,,DICKSON,NORTHBOURNE AVENUE,
2588725,PLGR,PLGR181,18,PLGR181,UOS13103,,,WATSON,DOWLING STREET,
2588726,PLGR,PLGR182,18,PLGR182,UOS12997,,,WATSON,SIMPSON STREET,
2588728,PLGR,PLGR183,18,PLGR183,UOS13054,,,WATSON,HARDING STREET,
2588729,PLGR,PLGR184,18,PLGR184,UOS13026,,,WATSON,WADE STREET,
2588730,PLGR,PLGR185,18,PLGR185,UOS14117,,,REID,GEERILONG GARDENS,
2588732,PLGR,PLGR187,18,PLGR187,UOS6179,,,OAKS ESTATE,RAILWAY STREET - PEDESTRIAN PARKLAND,
2588733,PLGR,PLGR188,18,PLGR188,UOS6161,,,OAKS ESTATE,WILLIAM STREET - PEDESTRIAN PARKLAND,
2588734,PLGR,PLGR189,18,PLGR189,UOS6079,,,NARRABUNDAH,CARNEGIE CRESCENT - PEDESTRIAN PARKLAND,
2588738,PLGR,PLGR19,18,PLGR19,UOS13013,,,LYNEHAM,VON GUERARD CRESCENT,
2588740,PLGR,PLGR190,18,PLGR190,UOS6100,,,NARRABUNDAH,SPRENT STREET - NEIGHBOURHOOD PARK,
2588743,PLGR,PLGR191,18,PLGR191,UOS5884,,,NARRABUNDAH,ANEMBO STREET - PEDESTRIAN PARKLAND,
2588744,PLGR,PLGR192,18,PLGR192,UOS5884,,,NARRABUNDAH,ANEMBO STREET - PEDESTRIAN PARKLAND,
2588749,PLGR,PLGR195,18,PLGR195,UOS5373,,,BARTON,TELOPEA PARK,
2588750,PLGR,PLGR196,18,PLGR196,UOS6040,,,NARRABUNDAH,BROCKMAN STREET - PEDESTRIAN PARKLAND,
2588755,PLGR,PLGR197,18,PLGR197,UOS5876,,,GRIFFITH,WELLS GARDENS - NEIGHBOURHOOD PARK,
2588757,PLGR,PLGR198,18,PLGR198,UOS5749,,,GRIFFITH,FLINDERS WAY - NEIGHBOURHOOD PARK,
2588759,PLGR,PLGR199,18,PLGR199,UOS5724,,,GRIFFITH,STOKES STREET - NEIGHBOURHOOD PARK,
2588763,PLGR,PLGR20,18,PLGR20,UOS13046,,,LYNEHAM,COSSINGTON SMITH CRESCENT,
2588767,PLGR,PLGR200,18,PLGR200,UOS5704,,,GRIFFITH,LIGHT STREET - NEIGHBOURHOOD PARK,
2588769,PLGR,PLGR201,18,PLGR201,UOS5885,,,GRIFFITH,THROSBY LANE - PEDESTRIAN PARKLAND,
2588771,PLGR,PLGR202,18,PLGR202,UOS5259,,,YARRALUMLA,MUELLER STREET - NEIGHBOURHOOD PARK,
2588778,PLGR,PLGR204,18,PLGR204,UOS5132,,,YARRALUMLA,ALEXANDRINA DRIVE - PEDESTRIAN PARKLAND,
2588782,PLGR,PLGR205,18,PLGR205,UOS5560,,,DEAKIN,BEDFORD STREET - NEIGHBOURHOOD PARK,
2588784,PLGR,PLGR206,18,PLGR206,UOS5618,,,DEAKIN,LAWLEY STREET - NEIGHBOURHOOD PARK,
2588786,PLGR,PLGR207,18,PLGR207,UOS6056,,,RED HILL,GOLDEN GROVE - NEIGHBOURHOOD PARK,
2588791,PLGR,PLGR208,18,PLGR208,UOS6153,,,RED HILL,LADY NELSON PLACE - NEIGHBOURHOOD PARK,
2588793,PLGR,PLGR209,18,PLGR209,UOS6116,,,RED HILL,ASTROLABE STREET - NEIGHBOURHOOD PARK,
2588795,PLGR,PLGR21,18,PLGR21,UOS13093,,,LYNEHAM,GOODCHILD STREET,
2588798,PLGR,PLGR211,18,PLGR211,UOS5091,,,YARRALUMLA,WESTON PARK,
2588799,PLGR,PLGR212,18,PLGR212,UOS12795,,,BANKS,WILSON CRESCENT,
2588800,PLGR,PLGR213,18,PLGR213,UOS12870,,,BANKS,MENZIES COURT,
2588801,PLGR,PLGR214,18,PLGR214,UOS12159,,,GORDON,NOEL RYAN GARDENS,
2588802,PLGR,PLGR215,18,PLGR215,UOS12247,,,GORDON,IREDALE PLACE,
2588810,PLGR,PLGR216,18,PLGR216,UOS12560,,,GORDON,KIRKWOOD CRESCENT,
2588812,PLGR,PLGR217,18,PLGR217,UOS12696,,,GORDON,POPPLEWELL PLACE,
2588815,PLGR,PLGR218,18,PLGR218,UOS12781,,,GORDON,KNOKE AVENUE,
2588818,PLGR,PLGR219,18,PLGR219,UOS12661,,,CONDER,CREMONE PLACE,
2588819,PLGR,PLGR22,18,PLGR22,UOS13266,,,LYNEHAM,LAMBERT PLACE,
2588821,PLGR,PLGR220,18,PLGR220,UOS12602,,,CONDER,MONTIFIORE CRESCENT,
2588825,PLGR,PLGR222,18,PLGR222,UOS12518,,,CONDER,DIXSON CRESCENT,
2588827,PLGR,PLGR224,18,PLGR224,UOS9928,,,FADDEN,MCPHAIL PLACE,
2588832,PLGR,PLGR225,18,PLGR225,UOS10272,,,FADDEN,BERTRAM STREET,
2588833,PLGR,PLGR226,18,PLGR226,UOS9848,,,FADDEN,HODEL PLACE,
2588834,PLGR,PLGR227,18,PLGR227,UOS9848,,,FADDEN,MULLAN STREET,
2588841,PLGR,PLGR228,18,PLGR228,UOS10540,,,FADDEN,BUGDEN AVENUE-FADDEN PINES,
2588842,PLGR,PLGR229,18,PLGR229,UOS9848,,,FADDEN,PARNELL PLACE,
2588843,PLGR,PLGR23,18,PLGR23,UOS13536,,,LYNEHAM,DE BURGH STREET,
2588846,PLGR,PLGR230,18,PLGR230,UOS11492,,,CHISHOLM,MEESON STREET,
4261456,PLGR,PLGR507,18,PLGR507,UOS3595,,,BELCONNEN,GINNINDERRA PENINSULA DISTRICT PARK,
6050729,PLGR,PLGR521,18,PLGR521,UOS19159,,LOCAL NEIGHBOURHOOD,DUNLOP,JAMES HARRISON STREET NEIGHBOURHOOD PARK,
6054263,PLGR,PLGR522,18,PLGR522,UOS17850,,LOCAL NEIGHBOURHOOD,"O""MALLEY",DALMAN CRESCENT NEIGHBOURHOOD PARK,
4282127,PLGR,PLGR509,18,PLGR509,UOS9811,,LOCAL NEIGHBOURHOOD,FADDEN,NICKLIN CRESCENT NEIGHBOURHOOD PARK,2005
2589124,PLGR,PLGR357,18,PLGR357,UOS6917,,,HOLDER,STAPYLTON STREET - NEIGHBOURHOOD PARK,
2589166,PLGR,PLGR380,18,PLGR380,UOS7907,,,PHILLIP,MANSFIELD PLACE - PEDESTRIAN PARKLAND,
2589172,PLGR,PLGR384,18,PLGR384,UOS7444,,,STIRLING,SHERRATT PLACE - PEDESTRIAN PARKLAND,
2589182,PLGR,PLGR388,18,PLGR388,UOS7210,,,RIVETT,EPACRIS PLACE - PEDESTRIAN PARKLAND,
2589187,PLGR,PLGR391,18,PLGR391,UOS7726,,,WARAMANGA,YANDA STREET - NEIGHBOURHOOD PARK,
2983398,PLGR,PLGR117,18,PLGR117,UOS2215,,,SPENCE,BOWLING PLACE,
2983404,PLGR,PLGR485,18,PLGR485,UOS2854,,,EVATT,CANAWAY PLACE,
2983416,PLGR,PLGR486,18,PLGR486,UOS3967,,,BELCONNEN,JOHN KNIGHT MEMORIAL PARK,
2983428,PLGR,PLGR487,18,PLGR487,PUBP23,,,KALEEN,KALEEN SHOPPING CENTRE (GWYDIR SQ),
2983440,PLGR,PLGR488,18,PLGR488,UOS2276,,,KALEEN,WAKOOL CIRCUIT,
2983452,PLGR,PLGR489,18,PLGR489,UOS13750,,,AINSLIE,WAKEFILED GARDENS,
2983456,PLGR,PLGR490,18,PLGR490,UOS13943,,,TURNER,HACKETT GARDENS,
2983460,PLGR,PLGR491,18,PLGR491,UOS14098,,,REID,DIRRAWAN GARDENS,
2983483,PLGR,PLGR492,18,PLGR492,UOS14152,,,ACTON,GARRYOWEN DRIVE BLACK MOUNTAIN PENNISULA,
2983508,PLGR,PLGR493,18,PLGR493,PUBP8,,,HAWKER,HAWKER SHOPPING CENTRE,
2983526,PLGR,PLGR494,18,PLGR494,UOS1853,,,HIGGINS,BONIWELL STREET ,
2983554,PLGR,PLGR495,18,PLGR495,UOS1599,,,CHARNWOOD,MC QUADE CLOSE,
2983558,PLGR,PLGR496,18,PLGR496,UOS2405,,,FLYNN,SANDERSON CLOSE,
2983564,PLGR,PLGR497,18,PLGR497,UOS2921,,,LATHAM,MACROSSAN CRESCENT ,
2983568,PLGR,PLGR498,18,PLGR498,UOS2447,,,LATHAM,HERRON CRESCENT ,
2983574,PLGR,PLGR499,18,PLGR499,UOS3150,,,HOLT,ARMSTRONG CRESCENT,
2983578,PLGR,PLGR500,18,PLGR500,UOS5566,,,KINGSTON,SANDALWOOD STREET - NEIGBOURHOOD PARK,
2983594,PLGR,PLGR501,18,PLGR501,UOS11325,,,RICHARDSON,CASSON CRESCENT,
2983608,PLGR,PLGR502,18,PLGR502,UOS8153,,,WARAMANGA,NEMERANG CRESCENT - NEIGHBOURHOOD PARK,
2983618,PLGR,PLGR503,18,PLGR503,UOS8644,,,ISAACS,ROSSON PLACE PEDESTRIAN PARKLAND,
4969920,PLGR,PLGR513,18,PLGR513,UOS3507,,,FLOREY,KITSON PLACE NEIGHBOURHOOD PARK,2007
4969792,PLGR,PLGR510,18,PLGR510,UOS4526,SOUTHWELL STREET PLAYGROUND,,WEETANGERA,GILLESPIE STREET PEDESTRIAN PARKLAND,2007
